Review Title,Review DOI,Reviewer Surname,Reviewer Given Name,Reviewer ORCID,Reviewer Affiliations,Review Status,Review,Day,Month,Year,Review published,pmcid,f1000_type,pmid,doi,title,First Publication of Article,article_type
Referee response for version 1,10.21956/wellcomeopenres.10670.r18405,Teboul,Lydia,NA,"1The Mary Lyon Centre, Medical Research Council Harwell Institute, Didcot, UK",approve-with-reservations,"The Deciphering Mechanisms of Developmental Disorders consortium presents a systematic study of the morphology of mutant embryos from 42 lines developed in the frame of the International Phenotyping Consortium. The lines chosen for this study were selected as they are homozygous lethal or subviable at weaning but viable at E14.5. The authors employ High Resolution Episcopic Microscopy to capture 3D images of the embryos, providing exquisitely detailed documentation of embryo morphologies. They exploit this rich dataset with a systematic and in depth annotation of morphological defects which they record using appropriate levels of MP terms. The result is a survey of impressive scope in terms of annotation depth and volume of data, and a superb effort of data organisation and analysis so the great complexity of the dataset can be distilled to overall observations and discussion points. This organisation effort yielded a really useful framework for systematic analysis of the morphology of mouse mutant of that stage. The authors conclude that a salient point of the work is the great variability of penetrance of the morphological phenotypes they find among these mutant embryos of the same isogenic genetic background. Although the variable expressivity of phenotype between different individuals of a same mutant line isn’t a new concept, the unexpected result of the study is the extend to which phenotypes (even when grouped in broad categories such as “organ affected”) vary in penetrance, albeit that these mutants share the broadest of phenotype which is lethality. However, the authors restrict their analysis to the variability amongst mutants and they mention in the discussion an on-going systematic analysis of WT embryos, which will provide key information to put in context the observations collated in this article. Whereas the article is an excellent effort of presenting a complex dataset with clarity and granularity and documenting variability of morphology amongst samples, the data presented do not allow the reader to identify the reason(s) of this variability in the absence of key information. Three major points should be addressed:
The authors made the unusual choice of not presenting baseline data on the morphology of wild-type mutants (littermates) produced in the study. Such data, surveying significant groups of control embryos, would be essential to establish the link between mutations and described phenotypes. In the absence of this data, any reference to a causal link between phenotypes and mutation should be removed from the article.Both targeted traps (tm1a) and null (tm1b and CRISPR induced deletions) alleles are employed in the study. Both the presence of a selection cassette and the unpredictability of efficiency of trapping cassette(s) could form the basis of at least some of the variability shown in this study. An evaluation of variability (particularly using slim terms) within each of these 2 groups of alleles would help to address this point.Subviable lines show by definition a partially penetrant phenotype and contribute to a quarter of the mutant studied. An evaluation of variability (particularly using slim terms) within lethal and subviable as separate alleles groups would discriminate whether variability of morphology is particularly occurring among subviable lines.   Minor points:
Methods should detail information that permit the appraisal of materials used in the study, detailing the genetic background of stem cells and animals employed for germline transmission, and further breeding, including whether homozygotes were used to produce embryos to analyse subviable lines.Methods should outline the steps taken to limit manual annotation variability (i.e. secondary calling or benchmarking between annotators).All titles and text should precisely detail when lethal or both lethal and subviable mutations are presented.
I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard, however I have significant reservations, as outlined above.",12,12,2016,2016-12-12,PMC5159622,Research Article,27996060,10.12688/wellcomeopenres.9899.2,Highly variable penetrance of abnormal phenotypes in embryonic lethal knockout mice.,2016-11-15,research-article; journal article; 
NA,NA,Mohun,Tim,NA,"The Francis Crick Institute, UK",NA,"The authors made the unusual choice of not presenting baseline data on the morphology of wild-type mutants (littermates) produced in the study. Such data, surveying significant groups of control embryos, would be essential to establish the link between mutations and described phenotypes. In the absence of this data, any reference to a causal link between phenotypes and mutation should be removed from the article. We have included the wild type phenotype data in the revised version of the manuscript (see the detailed response to Rosenthal/Murray for more details).Both targeted traps (tm1a) and null (tm1b and CRISPR induced deletions) alleles are employed in the study. Both the presence of a selection cassette and the unpredictability of efficiency of trapping cassette(s) could form the basis of at least some of the variability shown in this study. An evaluation of variability (particularly using slim terms) within each of these 2 groups of alleles would help to address this point. The revised manuscript now includes separate analysis of phenotypes for the 22 tm1a alleles compared with 20 complete nulls (19 tm1b and 1 CRISPR). With either allele, blood vessel, heart and brain morphology remain amongst the most commonly observed abnormalities. However, with such relatively small numbers, we feel there is little more that can usefully be concluded from comparison of individual phenotype prevalence, since this will be heavily influenced by the distinct gene identities within each allele group. In contrast, there is a clear difference in phenotype penetrance between the two groups: phenotypes are clearly more penetrant from tm1b alleles (see new Figure 8A and 8B). We presume that this reflects the fact that whilst mutations based on tm1a alleles have the potential to be hypomorphic, those converted from tm1a to tm1b contain an exon deletion (and no longer carry the neo selection cassette).Subviable lines show by definition a partially penetrant phenotype and contribute to a quarter of the mutant studied. An evaluation of variability (particularly using slim terms) within lethal and subviable as separate alleles groups would discriminate whether variability of morphology is particularly occurring among subviable lines. We presume that the reviewer is wondering whether the difference between lethal and subviable lines is a result of differing degrees of penetrance of phenotypes that result in embryo death. Answering this point is not as simple as it might appear as it touches on a much more profound issue raised by studies such as ours. Whilst we are able to distinguish a remarkable number of different structural abnormalities by virtue of the resolution HREM imaging affords, it may not be at all clear which of these results in embryo lethality. Many profound abnormalities may be compatible with life and lethality may also result from structurally subtle changes. Without knowing which of the scored phenotypes are likely to cause lethality, it will be difficult if not impossible to establish of differences in their penetrance distinguish subviable from lethal lines. Add to this the additional difficulty that dams have a propensity to eat newborns that are not thriving well and there is a further complication in interpreting the data. We have nevertheless reexamined the phenotype data in order to compare the results separately for lethal and subviable lines (new Supplementary Figure 4). From this it is clear that there is insufficient data from subviable lines to draw unequivocal conclusions. Overall, the approximate prevalence of particular phenotype terms (using the intermediate slim) appears broadly similar to that of lethals, but for most of these, the numbers of affected lines are too few to make useful estimates of penetrance.Minor points: 1. Full details of genetic background and mutant allele are now provided for each line (revised Table 1). 2. All phenotyping was performed according to a standardised and sequential procedure, as mentioned in Material and methods. The data from each embryo was independently reviewed by a second anatomist and any discrepancies resolved by joint agreement. 3. We have amended titles and text to ensure that the distinction between lethal and subviable lines is clear where necessary.",6,3,2017,2017-3-6,PMC5159622,Research Article,27996060,10.12688/wellcomeopenres.9899.2,Highly variable penetrance of abnormal phenotypes in embryonic lethal knockout mice.,2016-11-15,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.10670.r18334,Rosenthal,Nadia,NA,"1National Heart and Lung Institute, Imperial College London, London, UK",approve-with-reservations,"This manuscript describes the findings of the DMDD consortium, analyzing 42 lethal and subviable genes at E14.5 using high-resolution 3D imaging (HREM) coupled with detailed annotation of the specific phenotypes revealed. The level of granularity in the scoring of the phenotypes is a major strength of the paper, and reflects the deep and unique expertise of the team. This has facilitated the discovery of widespread variable penetrance in mutant embryos at a level of detail not previously described. Furthermore, the effort to organize the MP into a series of “slims” is quite useful for organizing the calls into easier to analyze groups, and such work will likely benefit other groups such as the IMPC.  The manuscript is clearly written and, importantly, goes to great lengths to ensure full access to all data. In addition to minor issues detailed below, there are two major gaps, however, that must be addressed.
There is no description of the number of control embryos screened or the incidental rate of hits for each phenotype in the DMDD list. Given the focus of the paper on the variability of phenotype penetrance and the number of phenotypes with an “n=1”, it is impossible to draw conclusions without this information. While the authors allude to a manuscript in preparation, it is actually essential data for this paper.Similarly, there is no description of how the authors account for global developmental delay in mutants, which can lead to many “phenotypes” that are merely the result of slowed/retarded development or variability in developmental timing between litters. For example, at E14.5, one would expect a high rate of cleft palate in mutants that have some level of overall delay, or in entire delayed litters, as the palate is elevating and fusing at that time point. This raises the following questions: are controls from each litter collected? How is uniform staging assured? Are “delayed” embryos compared to a stage-matched control? Again, the authors allude to another manuscript, but some of this information needs to be included here to assure the MP calls do not have trivial explanations.   Minor points:
 While the brief description of the animal resource and use of website citation is acceptable, given the main finding of variable penetrance, the authors should make a point of describing the isogenic genetic background and the nature of the alleles (tm1a or tm1b) in the methods and results.It’s not entirely clear if this was a set of 42 genes that were lethal/subviable at wean, or if this was a select set of lethal genes that were viable/subviable (present) at E14.5. Given the comments in the discussion about lines lethal at E9.5 or earlier, I assume the latter. This should be spelled out.Mouse gene symbols should be italicized.Apart from Table 1, the tables are too large and make reading a PDF a somewhat painful process. These might not be easily compressed, so most of the information should be moved to a supplemental file.
We have read this submission. We believe that we have an appropriate level of expertise to confirm that it is of an acceptable scientific standard, however we have significant reservations, as outlined above.",8,12,2016,2016-12-8,PMC5159622,Research Article,27996060,10.12688/wellcomeopenres.9899.2,Highly variable penetrance of abnormal phenotypes in embryonic lethal knockout mice.,2016-11-15,research-article; journal article; 
NA,NA,Mohun,Tim,NA,"The Francis Crick Institute, UK",NA,"There is no description of the number of control embryos screened or the incidental rate of hits for each phenotype in the DMDD list. Given the focus of the paper on the variability of phenotype penetrance and the number of phenotypes with an “n=1”, it is impossible to draw conclusions without this information. While the authors allude to a manuscript in preparation, it is actually essential data for this paper.  The revised manuscript now includes the complete phenotype data obtained for 114 wild type embryos. This comprises 56 phenotype calls, affecting 32 embryos, originating from 28 lines (revised Tables 1, 2B and Supplementary Table 5). 21 of the 56 phenotype calls (38%) are accounted for by only 6 embryos, (indicating the skewing effect of a small number of abnormal embryos), most affected embryos showing only a single phenotype. This is in marked contrast to the finding of many different phenotypes in individual mutant embryos. The phenotypes of wild types vary in character, ranging from apparently minor differences (e.g. in blood vessel morphology) to a few major abnormalities (e.g. absent kidney). Each one is rare amongst the population of wild type embryos analysed and affects only a single wild type embryo within the line. Only 10 phenotypes (15 phenotype calls) overlap between mutant embryos and their wild type siblings and these affect only 10 of the 41 lines for which wild type embryos have been assessed (Table 3). As we discuss in the revised Results and Discussion sections, these data raise 3 related questions: Why are phenotypes detected in genetically wild type embryos? Are there “background” phenotypes associated with the C57BL/6N line that contribute to the mutant phenotypes scored? Is there any evidence for “background” phenotypes associated with an individual knockout line? We think there are several possible explanations for finding phenotypes amongst wild type embryos. One possibility is that the mouse strain that has been used for engineering knockout lines carries a “background load” of abnormalities, previously unappreciated. Ours is the first systematic study on sufficiently large scale and employing sufficiently high resolution imaging to detect such abnormalities. Amongst the phenotypes identified, none shows significant prevalence that might be expected if it was a strain-specific abnormality. Another possible explanation is that abnormalities arise as a consequence of de novo mutation and the frequency we detect reflects the high sensitivity that results from HREM imaging. Lastly, at least with the less apparently severe abnormalities, it is possible that some of these in fact represent outliers on spectrum of normal morphological variation and should not be considered genuine abnormalities. This highlights an important issue confronting phenotyping studies: the dearth of large-scale and systematic studies examining normal embryo morphology that can set a reliable benchmark for distinguishing abnormalities from normal variation. In this light, phenotype data may need revision as cumulative experience improves our ability to distinguish abnormalities from variation amongst wild types. Whatever the explanation, it is clear that neither the frequency, prevalence nor nature of the phenotypes identified in wild type embryos impact significantly on the assignation of phenotypes amongst the homozygous mutant embryos.Similarly, there is no description of how the authors account for global developmental delay in mutants, which can lead to many “phenotypes” that are merely the result of slowed/retarded development or variability in developmental timing between litters. For example, at E14.5, one would expect a high rate of cleft palate in mutants that have some level of overall delay, or in entire delayed litters, as the palate is elevating and fusing at that time point. This raises the following questions: are controls from each litter collected? How is uniform staging assured? Are “delayed” embryos compared to a stage-matched control? Again, the authors allude to another manuscript, but some of this information needs to be included here to assure the MP calls do not have trivial explanations. We believe it is important to distinguish between the effect of precise developmental stage of phenotyping and the issue of developmental retardation or delay. We can now reference the published study we mentioned that addresses these very questions (Geyer et al. 2017, J. Anat. in press). We do indeed collect wild type controls from each litter but our experience has demonstrated that precise stage matching of mutants with controls is essential to underpin accurate phenotyping. To facilitate this, we have analysed a large number of wild type embryos from the same genetic background as the that used for engineering of mutant lines. We have developed a system that can reliably distinguish five sub-stages within the span of Theiler stages 21 to 22 that are collected during E14.5, enabling us to compare each mutant embryo against precise, developmental stage-matched controls. Careful study and comparison of these has identified those changes (such as fusion of palatal shelves) which occur during the window of development that we observe. By combining qualitative comparisons with quantitative morphometry and statistical analysis, we are able to distinguish what can be considered genuine abnormalities from features that show either rapid developmental change or significant variability in the developmental timing of their appearance. A more precise staging system also allows us to phenotype homozygous mutant embryos accurately, even though they frequently show some developmental delay, since we are able to compare them to controls at the equivalent stage of development. It also allows us to score instances of heterochrony where this affects individual (or a limited subset of) organs or tissues. By analysing a large number of wild type embryos harvested at E14.5, we have identified the spread and distribution of individual developmental sub stages that might be expected, and on this basis have a robust, statistical definition for global developmental retardation. Our studies do not allow us to identify why such retardation is relatively common amongst mutant embryos, but do offer some interesting pointers that we have commented upon. Retardation is, for example, much more common in mutant embryos showing cardiovascular defects (Geyer et al. 2017, J. Anat. in press). Furthermore, a surprisingly large proportion of mutants show abnormalities in their placental structure, and this may perhaps impact on their overall growth and development (unpublished data).Minor points 1. The genetic background and details of each allele are now included in revised Table 1. 39 of the 42 lines analysed are on an identical background (C57BL/6N;C57BL/6NTac). 22 lines contain the tm1a allele, 19 contain tm1b and 1 line was produced using CRISPR. 2. The “Embryos” section of Materials and Methods details how the 42 lines were designated as lethal or subviable at wean (P14). 3. Mouse gene symbols have been italicised. 4. It was not possible for the larger tables to be moved to supplementary files; this is an unfortunate limitation of the online presentation method. Wellcome Open Research requested that the tables were included as figures rather than supplementary data and we agree that it is helpful for the reader to see the nature of the data. We had hoped that the individual files could also be downloaded in their spreadsheet format to allow full interrogation but the interface does not currently allow this. We have requested this change but in the meantime large tables are now also included in supplemental spreadsheet files to allow the reader to search and filter the data as required.",6,3,2017,2017-3-6,PMC5159622,Research Article,27996060,10.12688/wellcomeopenres.9899.2,Highly variable penetrance of abnormal phenotypes in embryonic lethal knockout mice.,2016-11-15,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.10670.r17602,Brook,David,NA,"1School of Life Sciences, University of Nottingham, Nottingham, UK",approve,"We live in interesting times. Election outcomes are unpredictable. People are unpredictable and now as Wilson
et al. report even the consequences of specific mutations are significantly less predictable than we might expect. The Deciphering the Mechanisms of Developmental Disorders (DMDD) programme aims to analyse 240 embryonic lethal mouse knockout lines over a five-year period to study genes essential for mouse embryonic development and survival. This paper provides the first report on results gathered thus far. Wilson et al performed a detailed assessment of morphological abnormalities at stage E14.5 in 220 embryos from 42 novel mouse gene knockout lines. High Resolution Episcopic Microscopy was used to detect abnormalities at a scale from whole organs and tissues down to individual nerves and blood vessels. They report multiple abnormalities in virtually all of the embryos studied. They generated a wealth of information; in excess of 1.6 million images including more than 700,000 transverse sections to detail the incidence of structural abnormalities in 209 of the 220 embryos analysed. Eleven of the embryos from nine different lines were apparently normal. To provide systematic phenotypic data Mammalian Phenotype (MP) ontology terms were used to classify abnormalities with high and intermediate levels. This allowed the authors to calculate a penetrance score for the terms in each of the mutant lines and to assign these to a quartile percentage group. Only 3 phenotypes were 100% penetrant and over half of the abnormalities had a penetrance score under 25%.     Approximately one third of mouse gene knockouts are lethal and 60% of lethal lines entering the DMDD programme fail to provide homozygous mutant offspring by E14.5 with half of those being lethal prior to E9.5. Thus, as the authors point out, the data presented are from a subset of lethal lines. However, the most striking aspect of this study is the variability in penetrance of virtually all of the phenotypes analysed. Recent studies sequencing human exome DNA has identified a high frequency of loss of function mutations. A study by Lek et al 2016
1 examined more than 60,000 human exomes and reported predicted homozygous loss of function genotypes in 1775 genes. On average there are 35 homozygous gene deletions in each human. Thus the comment by Wilson et al in the present paper is particularly pertinent; relating these findings to human developmental disease will require further sophisticated analysis. It would appear that homozygous loss of function mutations are more common than previously realised and, furthermore, the consequences of loss of function mutations are much more variable than previously realised. It will not be trivial to unmask the causes of this variability. We are only just beginning to scratch the surface of understanding the consequences of loss of function mutations in both mice and humans. I have only one minor suggestion. On p4 3 lines from the bottom, the sentence starting ""The Brd2 and Tcf712 alleles showed a similar, but less pronounced, conservation of phenotype.."" requires clarification. Do they mean similar to Atp11a, to each other, or to both?I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.",5,12,2016,2016-12-5,PMC5159622,Research Article,27996060,10.12688/wellcomeopenres.9899.2,Highly variable penetrance of abnormal phenotypes in embryonic lethal knockout mice.,2016-11-15,research-article; journal article; 
NA,NA,Mohun,Tim,NA,"The Francis Crick Institute, UK",NA,"The sentence on p4 referenced in the reviewer's comment describes a trend in the similarity of phenotypes across all of the embryos within a particular mutant line. So we are not comparing the phenotypes between lines, but whether there is consistency between different embryos within any individual line.",6,3,2017,2017-3-6,PMC5159622,Research Article,27996060,10.12688/wellcomeopenres.9899.2,Highly variable penetrance of abnormal phenotypes in embryonic lethal knockout mice.,2016-11-15,research-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.10667.r17979,Politis,Argyris,NA,"1Department of Chemistry, King's College London, London, UK",approve,"Title and abstract: In line with the articleContent: In this manuscript, Rappsilber and co-workers detail a comprehensive and robust chemical crosslinking MS method to sample the conformational dynamics of the complement protein C3 and one of its activated products, C3b. The use of crosslinking MS is a powerful tool for elucidating the solution state dynamics of proteins in their near-native environments. The study features the use of non-deuterated and deuterated crosslinking reagents which are used as molecular reporters of the accessibility distribution of crosslinked residues specific to the C3 and C3b structures. The data is of high quality and presented in an appealing and clear format. The structural transition of C3 to C3b is accompanied by large conformational changes (as seen with the crystal structures of C3 and C3b), and is a suitable and relatable model system to other researchers in structural biology who may deal with systems that exhibit similar dynamics. The authors describe a limitation with chemical crosslinking MS: “Cross-linking is renowned for low reproducibility”, which appears a bit of an unclear statement. While labelled residue pairs reported from experimental replicas may not be 100% identical, the strategy should be representative of the state-specific labelling status of the protein, and not dramatically influenced by downstream or other processing procedures. Although the geometry and accessibility of crosslinked residue pairs are important to consider when evaluating crosslinks, the authors have highlighted a limitation with projection of crosslinks onto crystal structures. The nature of models generated from X-ray crystallography represent a stable solid-state conformation which is often a poor indicator of the solution-state dynamics. Side chain orientations of crystallised proteins may be influenced depending on crystal packing and model bias introduced during refinement of the structure. A quick check of the C3 and C3b crystal structures (PDB ID 2A73 and 2I07) reveal them to be at 3.3 and 4.0 Å resolution, and as such it may be a stretch to use a theoretical crosslinking limit of 27.4 Å to demonstrate subtle conformational changes with a model derived from low resolution X-ray crystallography. It may be more reliable to use a lower-resolution distance limit such as 30 Å and measure from backbone atoms (which are more reliably fitted from electron density data). If considering the solvent accessibility and flexibility of specific residues, it may be appropriate to complement such data with b-factors deposited with the crystal structures, or RMSF values derived from molecular dynamic simulations. In the Supplementary Figure S2, the crosslinked residue pairs K1346-K1359 in panel (a) have been described as becoming “less favourable for cross-linking” in the C3b model. Could the authors describe what they mean by “less favourable”, and perhaps annotate the figure with the measured Euclidean distances for these examples? Without accompanying flexibility data, it is difficult to support and substantiate the probability of a crosslink being formed between rotamers of side chains found in the crystal structure. In panel (b) of the figure, it is difficult to see how the authors have deduced that the “flexibility of cross-linked residues reduce”.Minor points of revision:Figures 3 and 4 are referred to before Figure 2.The legend of Figure 5. Lacks the (E) subpanel.The figure legend of Supplementary Figure 1 (Supplemental Material 2) appears multiple times in the figure and overlaps with panels C and D.We have read this submission. We believe that we have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.",19,12,2016,2016-12-19,PMC5140025,Method Article,27976756,10.12688/wellcomeopenres.9896.1,Quantitative cross-linking/mass spectrometry reveals subtle protein conformational changes.,2016-11-15,methods-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.10667.r18163,Barran,Perdita E.,NA,"1School of Chemistry, University of Manchester, Manchester, UK",approve,"Title and Abstract: - All in keeping with the article.Article content: In this manuscript the authors describe an effective approach for quantitative cross-linking/ mass spectrometry (QCLMS). The method was previously used to investigate properties of two distinct conformations of complement C3(H2O) protein which arise due to proteolytic cleavage. Here the protocol and data analysis strategies are described in greater detail than in earlier publications, which is of benefit to researchers considering to implement the quantitative aspect in their own cross-linking/MS investigations. An important part of this workflow is the ‘label-swap’ aspect, whereby the deuterated cross-linker is used first on one sample, and then on the other. Combining this data then negates any effect of the cross-linker label, since it has been used with both samples. The approach appears to be robust, and it is certainly demonstrated on a very suitable protein.Conclusions and Data: A slight disadvantage of this approach (which also applies to all other quantitative workflows) is that some cross-links of low abundance will not be identified. The non-crosslinked peptides from the digests of C3 and C3b will have the same m/z value, whilst the cross-linked peptides will have a different m/z because of the isotopic XL-reagent. Therefore, the relative signal intensity for the XL peptides in the mixed sample is 50% compared to non-mixed. Whilst this doesn’t affect the study in question which only considers the quantifiable cross-linked peptides, it would be useful to mention this limitation and to point out that if the unmixed samples are initially analysed more cross-links could be identified, which may help in further studies. If a given lab uses the D0-D4 x-linker as standard then this point is moot. But that point should be mentioned here. It would also be interesting to know how the researchers verified that they are mixing a 1:1 ratio of digested peptides from the different samples. On the gel, there is less monomeric protein in the C3b sample, because more multimers are formed. Is this taken into consideration? Is it possible to show if the ‘deuteration’ of the cross-linker affects the extent of cross-linking? If the C3-light and C3-heavy are analysed together it could be seen if more cross-links are found with one than with the other. This would support the need for label swaps. For the SCX ‘enrichment’ step… it would be interesting to know whether the peptides are enriched with respect to non-cross-linked, or just separated from each other. A comparison of PSMs of linear peptides and cross-linked peptides would be beneficial. A technical point is that the figures are not in the correct order. Figure 2 is not mentioned until after Figure 4 in the text. The authors should mention HDX-MS and other MS based foot-printing approaches (for example FPOP) as a competing/ complementary technologies. The use of HDX-MS along with chemical crosslinking could be highly informative here. The time scale effects mentioned in conclusion can be better explored with the use of robotics and/ or photo-induced labelling and this may be a good direction for further study. In general the article requires significant editing; there are many instances where definite articles are missing, words are not pluralised, and words are not spelt correctly. We also think that the article suffers a little from too much opinion regarding the technology for example: Page 1 second paragraph, Cross-linking is renowned for low reproducibility. What does this statement mean? Which part of the complex methodology is not reproducible?We have read this submission. We believe that we have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.",1,12,2016,2016-12-1,PMC5140025,Method Article,27976756,10.12688/wellcomeopenres.9896.1,Quantitative cross-linking/mass spectrometry reveals subtle protein conformational changes.,2016-11-15,methods-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.10667.r17585,Leitner,Alexander,NA,"1ETH Zurich, Department of Biology, Institute of Molecular Systems Biology, Zurich, Switzerland",approve,"Rappsilber and co-workers provide a detailed description of their quantitative cross-linking/mass spectrometry (QCLMS) workflow as applied to the complement protein C3 and its truncated form C3b. This article complements earlier reports from the group that focused on the application of the method to more extended biological problems. In the present work, the emphasis is on method design and how QCLMS data can give insight into conformational changes within proteins. QCLMS is an emerging technique in structural proteomics / structural mass spectrometry, and there have been only few applications so far. Therefore, only limited knowledge exists concerning how data emerging from such experiments should be interpreted. As Chen
et al,. rightly point out, abundance changes of cross-linked peptides can be caused by different types of changes in the protein structure besides a major conformational rearrangement, and the C3 system actually provides several different examples that point to relatively small changes in the immediate vicinity of cross-linked residues (steric clashes, changes in solvent accessibility etc.). Therefore, the results presented here add valuable insight into what QCLMS can tell us (or not tell us) about protein structures, and these results can be extended to other studies. In addition, the article provides a more detailed description of the methods employed by the Rappsilber group in a concise format, including experimental design (label-swap experiment) and data analysis strategy. All results are properly documented and the raw mass spectrometry data have been deposited in the PRIDE repository. I have one comment regarding a somewhat vague statement in the introduction: ""Cross-linking is renowned for low reproducibility."" This may be an unconcious feeling that some of us working in this area have. Is there any reference that the authors can cite that supports this statement? Indeed, in view of the results presented in this work, the reproducibility of QCLMS, or CLMS in general, does not appear to be such a major concern, but rather seems to be affected by parameters not directly connected to the cross-linking procedure, such as undersampling in the mass spectrometer. Two minor technical points:
Figures 3 and 4 are referred to ahead of Figure 2, so the authors should consider renumbering the figures.Starting on page 7, the authors refer to individual domains of the C3 protein. It would be helpful to add a respective illustration in one of the figures for reference.
I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.",28,11,2016,2016-11-28,PMC5140025,Method Article,27976756,10.12688/wellcomeopenres.9896.1,Quantitative cross-linking/mass spectrometry reveals subtle protein conformational changes.,2016-11-15,methods-article; journal article; 
Referee response for version 1,10.21956/wellcomeopenres.10727.r17597,Timm,Joerg,NA,"1Institute of Virology, Heine-University, University Hospital, Düsseldorf, Germany",approve,"The authors describe a novel and publically available database of CD8+ T cell epitopes in HBV. Our knowledge of the targeted HBV epitopes is still limited and until now no comprehensive collection of all described epitopes is available. The database is therefore of great interest to researchers working in the field of HBV T cell immunology and potentially is an important tool for the design of therapeutic vaccination strategies. The manuscript is well written and gives all relevant details about the strategy of data mining from the literature. The title is appropriate and the abstract provides an adequate summary of the article. Although the database is of great value, there are a few limitations that need to be addressed. I have the following comments:
It is unclear to me how the search criteria were selected. It seems to me that epitopes from relevant publications have not been included in the database (e.g. doi: 10.1002/hep.27771), despite having been mentioned in the manuscript. I understand that the existing data have not yet been validated. But the authors should reconsider the search strategy to include more epitopes.The authors state that they will continue to curate the database in the future. As I understand, this will be done based on information provided by users and by additional literature searches. In line with my first comment, the literature search should be broadened in order to avoid missing relevant publications. More importantly, will there be a quality check of entries provided by users? If so, the authors should describe how this is done.I believe, the database would be more helpful, if the epitopes were listed as a single entry with all relevant references linked to it. Some epitopes have been described in multiple publications (e.g. the A*02-restricted core epitope FLPSDFFPSV is listed 56 times). This complicates the search for individual epitopes.I believe, it would strongly help if additional information about the assay used for identification of the epitope was included in the database. It is quite different if an epitope was experimentally confirmed by a functional assay or HLA class I-multimers, if HLA class I-peptide-binding was determined or if the epitope was only predicted
in silico.Do the authors consider including CD4+ T cell epitopes as well? Is there a rational why the database is limited to CD8+ T cell epitopes?
I have read this submission. I believe that I have an appropriate level of expertise to confirm that it is of an acceptable scientific standard.",5,12,2016,2016-12-5,PMC5142601,Data Note,27976751,10.12688/wellcomeopenres.9952.1,Hepitopes: A live interactive database of HLA class I epitopes in hepatitis B virus.,2016-11-15,data-paper; journal article; 
