title,doi,tq,altmetric_jid,issns,journal,cohorts.pub,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,type,altmetric_id,schema,is_oa,cited_by_posts_count,cited_by_tweeters_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,pmid,pmc,tq1,tq2,tq3,cohorts.sci,abstract,authors,tq4,tq5,cohorts.com,authors6,authors7,authors8,authors9,cited_by_feeds_count,authors10,authors11,uri,authors12,authors13,authors14,authors15,authors16,authors17,authors18,authors19,authors20,authors21,cohorts.doc,cited_by_fbwalls_count,cited_by_msm_count,cited_by_gplus_count,authors22,authors23,authors24,cited_by_peer_review_sites_count,authors25,authors26,authors27,authors28,authors29,authors30,authors31,authors32,authors33,authors34,authors35,authors36,authors37,authors38,handles,handle,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,authors52,authors53,authors54,authors55,authors56,authors57,authors58,authors59,authors60,authors61
You can’t burn the house down because of one bedbug: a qualitative study of changing gender norms in the prevention of violence against women and girls in an urban informal settlement in India,10.12688/wellcomeopenres.11805.2,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,5,8690533,7.2832422719249,2099118,75,6580966,154,8.7487712418301,85,44,69,117643,10.833567603407,32854,71,84520,13,8.7416666666667,9,30,4,Nayreen Daruwalla,Ketaki Hate,Preethi Pinto,Gauri Ambavkar,Bhaskar Kakad,article,29436954,1.5.4,FALSE,7,7,7,1511631452,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,3.55,0,0,3.55,http://dx.doi.org/10.12688/wellcomeopenres.11805.2,1511629856,1483228800,0,0,0,0,https://badges.altmetric.com/?size=64&score=4&types=tttttttt,https://badges.altmetric.com/?size=100&score=4&types=tttttttt,https://badges.altmetric.com/?size=180&score=4&types=tttttttt,http://www.altmetric.com/details.php?citation_id=29436954,29164180,PMC5680532,NA,NA,NA,NA,"Background: The contribution of structural inequalities and societal legitimisation to violence against women, which 30% of women in India survive each year, is widely accepted. There is a consensus that interventions should aim to change gender norms, particularly through community mobilisation. How this should be done is less clear. Methods: We did a qualitative study in a large informal settlement in Mumbai, an environment that characterises 41% of households. After reviewing the anonymised records of consultations with 1653 survivors of violence, we conducted 5 focus group discussions and 13 individual interviews with 71 women and men representing a range of age groups and communities. We based the interviews on fictitious biographical vignettes to elicit responses and develop an understanding of social norms. We wondered whether, in trying to change norms, we might exploit the disjunction between descriptive norms (beliefs about what others actually do) and injunctive norms (beliefs about what others think one ought to do), focusing program activities on evidence that descriptive norms are changing. Results: We found that descriptive and injunctive norms were relatively similar with regard to femininity, masculinity, the need for marriage and childbearing, resistance to separation and divorce, and disapproval of friendships between women and men. Some constraints on women's dress and mobility were relaxing, but there were more substantial differences between descriptive and injunctive norms around women's education, control of income and finances, and premarital sexual relationships. Conclusions: Programmatically, we hope to exploit these areas of mismatch in the context of injunctive norms generally inimical to violence against women. We propose that an under-appreciated strategy is expansion of the reference group: induction of relatively isolated women and men into broader social groups whose descriptive and injunctive norms do not tolerate violence.",NA,NA,NA,NA,David Osrin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Revisions of Theophanes Chrysobalantes De Curatione,10.12688/wellcomeopenres.9991.2,"Theophanes Chrysobalantes' De curatione, was redacted several times to make the text easier to understand",58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,1,8302052,6.9984430163018,6299426,13,1123522,109,9.3729444444444,94,1,2,244781,12.604092883405,172642,18,45780,30,4.1313793103448,23,1,0,NA,NA,NA,NA,NA,article,19760396,1.5.4,FALSE,2,1,1,1496329526,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.12688/wellcomeopenres.9991.2,1493647216,1491782400,0,0,0,0,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=19760396,NA,NA,NA,NA,NA,NA,NA,Barbara Zipser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lived Lives: A Pavee Perspective. An arts-science community intervention around suicide in an indigenous ethnic minority,10.12688/wellcomeopenres.11330.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,5,8472367,7.1152974576324,1801914,78,6662892,130,8.7845891472868,63,50,66,250850,12.681350453858,69734,72,180625,32,4.251935483871,14,53,17,Kevin M. Malone,Seamus G. McGuinness,Eimear Cleary,Janis Jefferies,Christabel Owens,article,19935749,1.5.4,FALSE,10,8,8,1499353776,4.45,4.45,4.45,0,0,0,0,0,0,0,0,0,4.45,http://dx.doi.org/10.12688/wellcomeopenres.11330.1,1494145397,1495836707,0,3,0,3,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,http://www.altmetric.com/details.php?citation_id=19935749,28540367,PMC5439511,Exemplary demonstration of the value of interdisciplinary collaboration to raise awareness around suicide,"Innovative, creative, powerful. Reviewer's thoughts on 'Lived Lives' arts-science collaboration",Lived Lives:Pavee Perspective.An arts-science community interventn around suicide in an indigenous ethnic minority,2,"Background: Suicide is a significant public health concern, which impacts on health outcomes. Few suicide research studies have been interdisciplinary. We combined a psychobiographical autopsy with a visual arts autopsy, in which families donated stories, images and objects associated with the lived life of a loved one lost to suicide. From this interdisciplinary research platform, a mediated exhibition was created (Lived Lives) with artist, scientist and families, co-curated by communities, facilitating dialogue, response and public action around suicide prevention. Indigenous ethnic minorities (IEMs) bear a significant increased risk for suicide. Irish Travellers are an IEM with social and cultural parallels with IEMs internationally, experiencing racism, discrimination, and poor health outcomes including elevated suicide rates (SMR 6.6). Methods: An adjusted Lived Lives exhibition, Lived Lives: A Pavee Perspective manifested in Pavee Point, the national Traveller and Roma Centre. The project was evaluated by the Travelling Community as to how it related to suicide in their community, how it has shaped their understanding of suicide and its impacts, and its relevance to other socio-cultural contexts, nationally and internationally. The project also obtained feedback from all relevant stakeholders. Evaluation was carried out by an international visual arts research advisor and an independent observer from the field of suicide research. Results: Outputs included an arts-science mediated exhibition with reference to elevated Irish Traveller suicide rates. Digital online learning materials about suicide and its aftermath among Irish Travellers were also produced. The project reached its target audience, with a high level of engagement from members of the Travelling Community. Discussion: The Lived Lives methodology navigated the societal barriers of stigma and silence to foster communication and engagement, working with cultural values, consistent with an adapted intervention. Feedback from this project can inform awareness, health promotion, education and interventions around suicide and its aftermath in IEMs.",NA,"Innovative, creative, powerful. Reviewer's thoughts on 'Lived Lives' arts-science collaboration #MentalHealth","Brilliant article about fascinating art-science intervention on suicide; Lived Lives: A Pavee Perspective, #scicomm",1,Cecily C. Kelleher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARV4 prevalence, phylogeny, immunology and coinfection with HIV, HBV and HCV in a multicentre African cohort",10.12688/wellcomeopenres.11135.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,5,8515357,7.1427505280968,1550015,81,6960450,134,8.6906917293233,54,59,80,253034,13.073927045089,63795,74,189017,27,6.2066153846154,10,62,17,Colin P. Sharp,William F. Gregory,Louise Hattingh,Amna Malik,Emily Adland,article,18645161,1.5.4,FALSE,8,6,7,1505348934,5.6,5.6,3.35,1.35,0,0,0,0,0,0,0,0,5.6,http://dx.doi.org/10.12688/wellcomeopenres.11135.1,1491679363,1491523200,0,6,0,6,https://badges.altmetric.com/?size=64&score=6&types=tttttttf,https://badges.altmetric.com/?size=100&score=6&types=tttttttf,https://badges.altmetric.com/?size=180&score=6&types=tttttttf,http://www.altmetric.com/details.php?citation_id=18645161,28497124,PMC5423528,"@thomasp85 remember I spoke about OUP doing experimental things with Shiny, have a guess what's driving this","New paper from TheDickVet: PARV4 prevalence, phylogeny, immunology and coinfection with HIV, HBV and HCV in a mult…","Kimberley, Durban and Oxford UK research",1,"Background: The seroprevalence of human parvovirus-4 (PARV4) varies considerably by region. In sub-Saharan Africa, seroprevalence is high in the general population, but little is known about the transmission routes or the prevalence of coinfection with blood-borne viruses, HBV, HCV and HIV.  Methods: To further explore the characteristics of PARV4 in this setting, with a particular focus on the prevalence and significance of coinfection, we screened a cohort of 695 individuals recruited from Durban and Kimberley (South Africa) and Gaborone (Botswana) for PARV4 IgG and DNA, as well as documenting HIV, HBV and HCV status.  Results: Within these cohorts, 69% of subjects were HIV-positive. We identified no cases of HCV by PCR, but 7.4% were positive for HBsAg. PARV4 IgG was positive in 42%; seroprevalence was higher in adults (69%) compared to children (21%) (p<0.0001) and in HIV-positive (52%) compared to HIV-negative individuals (24%) (p<0.0001), but there was no association with HBsAg status. We developed an on-line tool to allow visualization of coinfection data (https://purl.oclc.org/coinfection-viz). We identified five subjects who were PCR-positive for PARV4 genotype-3. Ex vivo CD8+ T cell responses spanned the entire PARV4 proteome and we propose a novel HLA-B*57:03-restricted epitope within the NS protein.  Conclusions: This characterisation of PARV4 infection provides enhanced insights into the epidemiology of infection and co-infection in African cohorts, and provides the foundations for planning further focused studies to elucidate transmission pathways, immune responses, and the clinical significance of this organism.",NA,NA,NA,NA,Samantha Daniels,Anriette van Zyl,Jonathan M. Carlson,Susan Wareing,NA,Anthony Ogwu,Roger Shapiro,NA,Lynn Riddell,Fabian Chen,Thumbi Ndung'u,Philip J.R. Goulder,Paul Klenerman,Peter Simmonds,Pieter Jooste,Philippa C. Matthews,Colin Sharp,Bill Gregory,NA,1,NA,NA,"Hattingh, Louise","Malik, Amna","Adland, Emily",NA,"Daniels, Samantha","Van Zyl, Anriette","Carlson, Jonathan M.","Wareing, Susan","Ogwu, Anthony","Shapiro, Roger","Riddell, Lynn","Chen, Fabian","Ndung'u, Thumbi","Goulder, Philip J.r.","Klenerman, Paul","Simmonds, Peter","Jooste, Pieter","Matthews, Philippa C.",10.12688/wellcomeopenres.11135.1,10.12688/wellcomeopenres.11135.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neopeptide Analyser: A software tool for neopeptide discovery in proteomics data,10.12688/wellcomeopenres.11275.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,6,8674965,7.2660710598817,1806204,79,6858272,152,8.8007417218543,70,53,82,255641,13.166382506649,71175,71,184035,26,6.13488,11,57,15,Mandy Peffers,Andrew R. Jones,Antony McCabe,James Anderson,NA,article,18610478,1.5.4,FALSE,12,9,9,1495868591,4.85,4.85,0,0,0,0,0,0,0,0,0,0,4.85,http://dx.doi.org/10.12688/wellcomeopenres.11275.1,1491597122,1491523200,0,4,0,4,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,http://www.altmetric.com/details.php?citation_id=18610478,28503667,PMC5428739,Software for #proteomics analyses developed in collaboration with,#proteomics software developed by @livuniAgeing and @livuniIIB,Neopeptide Analyser enables rapid neopeptide detection from many thousands of peptides #proteomics,3,"Experiments involving mass spectrometry (MS)-based proteomics are widely used for analyses of connective tissues. Common examples include the use of relative quantification to identify differentially expressed peptides and proteins in cartilage and tendon. We are working on characterising so-called 'neopeptides', i.e. peptides formed due to native cleavage of proteins, for example under pathological conditions. Unlike peptides typically quantified in MS workflows due to the in vitro use of an enzyme such as trypsin, a neopeptide has at least one terminus that was not due to the use of trypsin in the workflow. The identification of neopeptides within these datasets is important in understanding disease pathology, and the development of antibodies that could be utilised as diagnostic biomarkers for diseases, such as osteoarthritis, and targets for novel treatments. Our previously described neopeptide data analysis workflow was laborious and was not amenable to robust statistical analysis, which reduced confidence in the neopeptides identified. To overcome this, we developed 'Neopeptide Analyser', a user friendly neopeptide analysis tool used in conjunction with label-free MS quantification tool Progenesis QIP for proteomics. Neopeptide Analyser filters data sourced from Progenesis QIP output to identify neopeptide sequences, as well as give the residues that are adjacent to the peptide in its corresponding protein sequence. It also produces normalised values for the neopeptide quantification values and uses these to perform statistical tests, which are also included in the output. Neopeptide Analyser is available as a Java application for Mac, Windows and Linux. The analysis features and ease of use encourages data exploration, which could aid the discovery of novel pathways in extracellular matrix degradation, the identification of potential biomarkers and as a tool to investigate matrix turnover. Neopeptide Analyser is available from https://github.com/PGB-LIV/neo-pep-tool/releases/.",NA,The ‘Neopeptide Analyser’ is a user-friendly interface to help discover novel neopeptides #proteomics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robust long-read native DNA sequencing using the ONT CsgG Nanopore system,10.12688/wellcomeopenres.11246.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,8,8619738,7.2416898550294,1222402,85,7394820,145,8.9827222222222,44,69,101,254610,13.124436755967,52797,79,201670,27,5.8489230769231,7,74,20,Jean-Michel Carter,Shobbir Hussain,NA,NA,NA,article,18556801,1.5.4,FALSE,17,15,16,1494929559,7.6,7.6,0,0,0,0,0,0,0,0,0,0,7.6,http://dx.doi.org/10.12688/wellcomeopenres.11246.1,1491489411,1491436800,0,20,0,20,https://badges.altmetric.com/?size=64&score=8&types=tttttttf,https://badges.altmetric.com/?size=100&score=8&types=tttttttf,https://badges.altmetric.com/?size=180&score=8&types=tttttttf,http://www.altmetric.com/details.php?citation_id=18556801,28503666,PMC5426553,Our first Nanopore Paper is out 😀 Round 1: HAP1 genome vs The minION,"Robust long-read native DNA sequencing using the ONT CsgG Nanopore.. Carter JM and Hussain S,@WellcomeOpenResearch,",HAP1 cell line long read genome data worth a look,7,"Background: The ability to obtain long read lengths during DNA sequencing has several potentially important practical applications. Especially long read lengths have been reported using the Nanopore sequencing method, currently commercially available from Oxford Nanopore Technologies (ONT). However, early reports have demonstrated only limited levels of combined throughput and sequence accuracy. Recently, ONT released a new CsgG pore sequencing system as well as a 250b/s translocation chemistry with potential for improvements. Methods: We made use of such components on ONTs miniature 'MinION' device and sequenced native genomic DNA obtained from the near haploid cancer cell line HAP1. Analysis of our data was performed utilising recently described computational tools tailored for nanopore/long-read sequencing outputs, and here we present our key findings. Results: From a single sequencing run, we obtained ~240,000 high-quality mapped reads, comprising a total of ~2.3 billion bases. A mean read length of 9.6kb and an N50 of ~17kb was achieved, while sequences mapped to reference with a mean identity of 85%. Notably, we obtained ~68X coverage of the mitochondrial genome and were able to achieve a mean consensus identity of 99.8% for sequenced mtDNA reads. Conclusions: With improved sequencing chemistries already released and higher-throughput instruments in the pipeline, this early study suggests that ONT CsgG-based sequencing may be a useful option for potential practical long-read applications.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capturing the systemic immune signature of a norovirus infection: an n-of-1 case study within a clinical trial,10.12688/wellcomeopenres.11300.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,2,8690011,7.2833209229818,4171007,49,4324355,154,8.7631503267974,117,22,35,253740,12.987176303209,120661,49,125313,29,5.7542142857143,21,27,8,Antony J. Cutler,Joao Oliveira,Ricardo C. Ferreira,Ben Challis,Neil M. Walker,article,19157621,1.5.4,FALSE,5,3,3,1496241110,1.5,1.5,0,0,0,0,0,0,0,0,0,0,1.5,http://dx.doi.org/10.12688/wellcomeopenres.11300.1,1492599084,1492473600,0,0,0,0,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,http://www.altmetric.com/details.php?citation_id=19157621,NA,NA,n of 1 but still useful - capturing the systemic immune response to norovirus,Capturing the systemic immune signature of a #norovirus infection,Capturing the systemic immune signature of a #norovirus infection. A case,NA,NA,NA,NA,NA,NA,Sarah Caddy,Jia Lu,Helen E. Stevens,Deborah J. Smyth,NA,Marcin  L. Pekalski,Jane Kennet,NA,Kara M.D. Hunter,Ian Goodfellow,Linda S. Wicker,John A. Todd,Frank Waldron-Lynch,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Variation in the effectiveness of insecticide treated nets against malaria and outdoor biting by vectors in Kilifi, Kenya",10.12688/wellcomeopenres.11073.1,NA,NA,NA,Wellcome Open Research,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alice Kamau,Joseph M. Mwangangi,Martin K. Rono,Polycarp Mogeni,Irene Omedo,article,18295842,1.5.4,FALSE,14,12,12,1492518182,8.85,8.85,0,0,0,0,0,0,0,0,0,0,8.85,http://dx.doi.org/10.12688/wellcomeopenres.11073.1,1490886835,1490832000,0,5,0,5,https://badges.altmetric.com/?size=64&score=9&types=tttttttt,https://badges.altmetric.com/?size=100&score=9&types=tttttttt,https://badges.altmetric.com/?size=180&score=9&types=tttttttt,http://www.altmetric.com/details.php?citation_id=18295842,NA,NA,Does outdoor biting by mosquitoes undermine effectiveness of #insecticide treated nets against #malaria?,Variation in the effectiveness of insecticide treated nets against #malaria,Finally the paper has been published #ITN effectiveness #outdoor biting,3,NA,NA,"Variation in the effectiveness of ITN Kamau A et al.,@WellcomeOpenResearch,",Finally..... #ITN effectiveness #outdoor biting,NA,Janet Midega,J. Anthony G. Scott,Philip Bejon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COMPASS: Continuous Open Mouse Phenotyping of Activity and Sleep Status,10.12688/wellcomeopenres.9892.2,"COMPASS - A simple, low-cost, non-invasive system to measure activity and rest cycles in mice #Circadian rhythms",58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,1,8583850,7.1844593104946,6515593,13,1166352,140,8.936417266187,122,3,5,251514,12.85792655648,178305,17,44320,29,4.1628571428571,22,1,0,Laurence A. Brown,Sibah Hasan,Russell G. Foster,Stuart N. Peirson,NA,article,19740658,1.5.4,FALSE,2,1,1,1493736942,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.12688/wellcomeopenres.9892.2,1493557215,1492992000,0,0,0,0,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=19740658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Effects of environmental change on agriculture, nutrition and health: A framework with a focus on fruits and vegetables",10.12688/wellcomeopenres.11190.2,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,5,8683874,7.2790763478364,1449984,83,7229214,154,8.7239346405229,55,62,97,174367,11.460912345297,37137,78,137063,26,7.328,9,65,17,Hanna L. Tuomisto,Pauline F.D. Scheelbeek,Zaid Chalabi,Rosemary Green,Richard D. Smith,article,28179618,1.5.4,FALSE,8,8,8,1511004220,6.2,6.2,6.2,6.2,6.2,0,0,0,0,0,0,0,6.2,http://dx.doi.org/10.12688/wellcomeopenres.11190.2,1509465586,1509408000,0,0,0,0,https://badges.altmetric.com/?size=64&score=7&types=tttttttt,https://badges.altmetric.com/?size=100&score=7&types=tttttttt,https://badges.altmetric.com/?size=180&score=7&types=tttttttt,http://www.altmetric.com/details.php?citation_id=28179618,NA,NA,Make agriculture and vegetables great again #foodsystem,"See updated framework on agriculture, #nutrition and #health! #Biodiversity increases #resilience of agro-ecosystems to environmental change","Thinking about the complex interactions between environmental change, diets, and health #Agriculture #PublicHealth",3,NA,NA,Our updated environment - agriculture - nutrition health framework is online!,NA,NA,Andy Haines,Alan D. Dangour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estimating the number of cases of podoconiosis in Ethiopia using geostatistical methods,10.12688/wellcomeopenres.12483.1,NA,58060de0aee83e94258b4567,2398-502X,Wellcome Open Research,19,8690307,7.2832459077869,522019,93,8162929,154,8.6543267973856,16,89,138,235671,12.815675902745,24908,89,210676,44,9.2147441860465,4,90,40,Kebede Deribe,Jorge Cano,Emanuele Giorgi,David M. Pigott,Nick Golding,article,24810509,1.5.4,FALSE,30,23,23,1511364376,18,18,18,18,6.4,3.55,1.7,0,0,0,0,0,18,http://dx.doi.org/10.12688/wellcomeopenres.12483.1,1504619178,1504483200,0,3,0,3,https://badges.altmetric.com/?size=64&score=18&types=tttttttt,https://badges.altmetric.com/?size=100&score=18&types=tttttttt,https://badges.altmetric.com/?size=180&score=18&types=tttttttt,http://www.altmetric.com/details.php?citation_id=24810509,29152596,PMC5668927,Spatial mapping shows podoconiosis is highly endemic throughout #Ethiopia,#Podoconiosis is highly #endemic throughout Ethiopia number of cases has remained high in last 40 years,Great experience from rapid publication @WellcomeOpenRes to open peer review.,4,"In 2011, the World Health Organization recognized podoconiosis as one of the neglected tropical diseases. Nonetheless, the number of people with podoconiosis and the geographical distribution of the disease is poorly understood. Based on a nationwide mapping survey and geostatistical modelling, we predict the prevalence of podoconiosis and estimate the number of cases across Ethiopia.
We used nationwide data collected in Ethiopia between 2008 and 2013. Data were available for 141,238 individuals from 1,442 villages in 775 districts from all nine regional states and two city administrations. We developed a geostatistical model of podoconiosis prevalence among adults (individuals aged 15 years or above), by combining environmental factors. The number of people with podoconiosis was then estimated using a gridded map of adult population density for 2015.
Podoconiosis is endemic in 345 districts in Ethiopia: 144 in Oromia, 128 in Southern Nations, Nationalities and People's [SNNP], 64 in Amhara, 4 in Benishangul Gumuz, 4 in Tigray and 1 in Somali Regional State. Nationally, our estimates suggest that 1,537,963 adults (95% confidence intervals, 290,923-4,577,031 adults) were living with podoconiosis in 2015. Three regions (SNNP, Oromia and Amhara) contributed 99% of the cases. The highest proportion of individuals with podoconiosis resided in the SNNP (39%), while 32% and 29% of people with podoconiosis resided in Oromia and Amhara Regional States, respectively. Tigray and Benishangul Gumuz Regional States bore lower burdens, and in the remaining regions, podoconiosis was almost non-existent.  Discussion: The estimates of podoconiosis cases presented here based upon the combination of currently available epidemiological data and a robust modelling approach clearly show that podoconiosis is highly endemic in Ethiopia. Given the presence of low cost prevention, and morbidity management and disability prevention services, it is our collective responsibility to scale-up interventions rapidly.",NA,1.5M adults with podoconiosis is a lot of adults. Important result.,"@WellcomeOpenRes is one year old, congratulations for this initiative. Happy to have contributed some research on #podoconiosis @davey_gail, @tewodrosta, @melanie_newport and others. Read them here",NA,Rachel L. Pullan,Abdisalan M. Noor,Elizabeth A. Cromwell,Aaron Osgood‐Zimmerman,NA,Fikre Enquselassie,Asrat Hailu,NA,Christopher J. L. Murray,Melanie J. Newport,Simon J. Brooker,Simon I. Hay,Gail Davey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
